	text	created_at	id	user_screen_name	user_location	user_time_zone	coordinates	retweeted	in_reply_to_status_id	"in_reply_to_user_id""With Genetically Modified Crops"	" We Can Reclaim Unfarmable Fields the Size of France https://t.co/KInAnuqKe7 #sustainability #science #GMOs"""	4/26/17 17:21	8.57283E+17	TheHappyTalent	Unnamed: 14	Unnamed: 15	Unnamed: 16	FALSERT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10	2017-04-26 19:11:03	857311075058032640	ALHANOOFAK5	saudi,Alshrgya	Unnamed: 22	Unnamed: 23	False	Unnamed: 25	Unnamed: 26
468	"Big Agro on campus #GMOs #GMO  gw 
"	2017-04-26 16:58:54	857277818421604353	NoGMOsVerified				False																			
469	"Do you think Biotechnology is against nature  Then you should read this
  

#Biotechnology 
"	2017-04-26 16:58:53	857277816534163459	IgnitdMind_IMoT	Tamil Nadu, India	New Delhi		False																			
470	"RT @draco333999 #GMO Humans could be coming to a town next to you soon 
"	2017-04-26 16:58:46	857277786997784578	Mischief3441	USA			False																			
471	"RT GMO Foods Learn the Frightening Effects on Your Body  
#gmo #jerf #paleo #realfood 
"	2017-04-26 16:58:46	857277786003824645	GetYourElements		Mountain Time (US & Canada)		False																			
472	"RT @NonGMOProject New regulations in the Europe seek to eradicate both #neonictinoid pesticides and #GMO crops from the EU #GoNonGMO 
"	2017-04-26 16:57:18	857277416007454721	txFrank81	Mohenjo-Daro	Central Time (US & Canada)		False																			
473	"We knew it was coming #GMO #nonGMO #takeaction #resist #notmypresident 
"	2017-04-26 16:56:45	857277280237666304	GoodStuffNW	Portland, OR, USA	Pacific Time (US & Canada)		False																			
474	"RT @RachelsNews No need to Rt  this postJust Join our #GMO Labelling Campaign wa click Help us gain 113 more participants Big thx 
"	2017-04-26 16:55:40	857277007020908545	IceDog49				False																			
475	"Good to the core #FigBar #NonGMO #SnackTime 
"	2017-04-26 16:55:39	857277004567150592	NaturesBakery		Atlantic Time (Canada)		False																			
476	"RT @FarmFairyCrafts #GMOLabeling is a Matter of Transparency and the Right to Know Whats in Our #Food  
"	2017-04-26 16:55:32	857276971637628928	chrissycalain	San Diego, CA	Pacific Time (US & Canada)		False																			
477	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:08	857276873172283392	Political_IM	Miami, Florida	Quito		False																			
478	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:08	857276872366985217	trentpart	Fort Lauderdale, FL	Eastern Time (US & Canada)		False																			
479	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:07	857276869540024320	pokemon_dave				False																			
480	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:07	857276867694534657	AffiliateVideo2	Fort Lauderdale, FL			False																			
481	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:07	857276867031814144	Tru_Town_Films	Miami	Eastern Time (US & Canada)		False																			
482	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:07	857276866880819200	Real_Estate_HUB	Fort Lauderdale	Quito		False																			
483	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:07	857276866482384896	Sexy_Model_Fl	Miami	Atlantic Time (Canada)		False																			
484	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276866058743809	neetostar	Miami, Florida			False																			
485	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276865802797056	Trent_Roaming	Miami, Florida	Quito		False																			
486	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276865618341888	Affiliate_Vid	Miami, FL	Arizona		False																			
487	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276865425399815	Law_Real_Estate	Fort Lauderdale, Florida	Quito		False																			
488	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276865291137025	kidapelifestyle	United States	Eastern Time (US & Canada)		False																			
489	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276864754274304	ballertraining	Fort Lauderdale, FL	Pacific Time (US & Canada)		False																			
490	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276864670433280	10EdgeYes	Miami, Florida	Eastern Time (US & Canada)		False																			
491	"Informative learnings in Fortune with Paul Gallant  Great leadership by @SharonLabchuk and Dale Thompson  #PEI 
"	2017-04-26 16:55:06	857276864632639488	SenDuffy		Eastern Time (US & Canada)		False																			
492	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276864615915520	Trent_Partridg	Ft Lauderdale	Quito		False																			
493	"Researchers asking Michigan farmers to consider grassfeeding their cattle  NO GMO Corn video 
"	2017-04-26 16:55:06	857276864364253185	Baller_Training	Ft Lauderdale	Eastern Time (US & Canada)		False																			
494	"#Organic gardens are good for bees Please avoid using chemicals and GMOs #SaveTheBees #nonGMO #ChemicalFree 
"	2017-04-26 16:54:20	857276669861781506	My_Divine_Life	Global			False																			
495	"RT @VirginiaInCal Shame on #Nestle 4 peddling unlabeled GMOs to families wchildren 
Boycott all Nestle products like #TollHouse 4 Blocki
"	2017-04-26 16:54:11	857276634390552578	Neomad84				False																			
496	"The distinction is when we make a GMO like a Roundup Ready sugarbeet we have added a new gene to the 
"	2017-04-26 16:54:06	857276611812409344	KauaiFarm	Hawaii, USA			False																			
497	"RT @VirginiaInCal CONSUMERS BEWARE   #Nestle is tricking U into buying unlabeled GMOs
Boycott all Nestle products ie #Tombstone 4 blocki
"	2017-04-26 16:54:00	857276587317895168	Neomad84				False																			
498	"RT @TheToddWilliams grocery produce aisle
ME Hi are these genetically modified carrots
CLERK No why do you ask
CARROT Yeah why d
"	2017-04-26 16:53:53	857276558993653761	toiletgurl69	Atlanta	Quito		False																			
499	"The Wild Rover  Clancy Brothers and Tommy Makem Real vocals No GMOs The real dealio 
"	2017-04-26 16:53:35	857276481730379779	spanishmax58	Chesapeake, VA			False																			
500	"White House aide USDA to work on GMO labeling bill schedule 
"	2017-04-26 16:53:29	857276455415406592	nongmoreport		Central Time (US & Canada)		False																			
501	"RT @kierobar Unbelievable  

Trump is the Deep State  



#glyphosate #gmo 
"	2017-04-26 16:53:21	857276424914440194	leehunter0796	United States			False																			
502	"RT @kierobar Unbelievable  

Trump is the Deep State  

Pushing GMO ampnew more poisonous food to USA  



#
"	2017-04-26 16:53:13	857276390772809728	leehunter0796	United States			False																			
503	"RT @nongmoreport Agreement puts nonGMO high oleic soybeans in growers hands  
"	2017-04-26 16:52:47	857276279464353795	ispeakdifferent		Quito		False																			
504	"@USDA @SecretarySonny @POTUS Ban #toxic #chemical #glyphosate #GMO #Monsanto probable #CANCER causing says world he 
"	2017-04-26 16:52:43	857276262657568768	ShineNooow	Boise, Idaho			False	8.57266833145e+17	61853389.0																	
505	"@Facttotruth @Statistar30 And chemtrails are duh real duh Mean GMOs
"	2017-04-26 16:52:34	857276227329064961	darrenbmayfield	Mount Sterling, IL			False	8.57275622104e+17	7.08805977719e+17																	
506	"Looks like Cargill is getting attacked by the trolls just as much as we do 
"	2017-04-26 16:52:24	857276182936473600	Label_GMOs	California	Pacific Time (US & Canada)		False																			
507	"RT @MannyMua733 The jet lag was like a genetically modified spider bite it changed me 
"	2017-04-26 16:51:34	857275973967937536	heyits_tyler	In Jacobs Heart			False																			
508	"And if you are saying to yourselfWho caresyou may have consumed too many GMOs  
"	2017-04-26 16:50:53	857275802974646278	SuperDave629	East coast...far from Cali.			False																			
509	"RT @mae37 LargestEver GMO Crops Study Shows Massive Environmental Damage in US  
"	2017-04-26 16:50:44	857275766660268032	wowokba	probably in bed	Pacific Time (US & Canada)		False																			
510	"RT @TheToddWilliams grocery produce aisle
ME Hi are these genetically modified carrots
CLERK No why do you ask
CARROT Yeah why d
"	2017-04-26 16:50:10	857275621415759872	SPACETOASTCRUMP	Tallahassee, FL	Quito		False																			
511	"RT @TheToddWilliams grocery produce aisle
ME Hi are these genetically modified carrots
CLERK No why do you ask
CARROT Yeah why d
"	2017-04-26 16:49:57	857275567623864320	fulkarsayalee	Pune, India	Mumbai		False																			
512	"How we make our hummus fresher and creamier  #hummus #chickpeas #garbanzo #spread #appetizer #healthy #protein 
"	2017-04-26 16:49:50	857275539899338752	GreenChickpea	Spokane, WA	Pacific Time (US & Canada)		False																			
513	"Serbia will not allow cultivation of GMO crops #GMOs #RightToKnow #GMO gw 
"	2017-04-26 16:49:13	857275383082881024	NoGMOsVerified				False																			
514	"RT @FarmFairyCrafts By Definition Organic Cannot Contain #GMOs Whoever Says that #Organic Farmers Buy GMOs is Lying to You Were Orga
"	2017-04-26 16:48:28	857275193634549761	dsheehy100	Turn around			False																			
515	"The latest The SoFreshandSoGreen Daily  Thanks to @IdiaDega @Mm_Vucic @Brianna__Loves #medioambiente #gmo
"	2017-04-26 16:48:14	857275136336121861	sofreshsogreen	NYC	Eastern Time (US & Canada)		False																			
516	"RT @nongmoreport NJ Soup Maker In Hot Water Over GMO Ingredients 
"	2017-04-26 16:48:07	857275107227475968	LadybugLaff	Redondo Beach, CA	Pacific Time (US & Canada)		False																			
517	"RT @VirginiaInCal CONSUMERS BEWARE   #Nestle is tricking U into buying unlabeled GMOs
Boycott all Nestle products ie #Tombstone 4 blocki
"	2017-04-26 16:48:04	857275094791368704	sabrina68	New York, USA	Pacific Time (US & Canada)		False																			
518	"RT @lloydosborne10 Tell me what you know about the air we breath gmo yeah weed out the seed cant let the babylon poision the weed
"	2017-04-26 16:47:54	857275051095109634	PUsywIBO9PyUyHW				False																			
519	"RT @deNutrients @lilredhsb2 @JulieM_273 @30ASeawitch @robles_jdaniel @peterdoodes @H_O_G_ @LOV_MotherEarth @thefoodbabe @rosevine3 @GMWatc
"	2017-04-26 16:47:34	857274967825813505	PamelaDrew	New York City	Eastern Time (US & Canada)		False																			
520	"RT @RachelsNews No need to Rt  this postJust Join our #GMO Labelling Campaign wa click Help us gain 113 more participants Big thx 
"	2017-04-26 16:47:25	857274931389902849	EatorganicMv				False																			
521	"RT @OccuWorld African Country Ditches GE Cotton NonGMO Cotton Output Rises 20 Percent 
"	2017-04-26 16:47:24	857274925022932993	jimjimzen	Your Mind			False																			
522	"@Slate It certainly does when you compare genetically modified products with nuclear weapons
"	2017-04-26 16:47:00	857274825856790529	vadimmarmer		Arizona		False	8.57257959864e+17	15164565.0																	
523	"RT @TheToddWilliams grocery produce aisle
ME Hi are these genetically modified carrots
CLERK No why do you ask
CARROT Yeah why d
"	2017-04-26 16:46:41	857274746643369984	Freddie_Pope	RI➡️SC	Eastern Time (US & Canada)		False																			
524	"@PhilYiddo @georgeinthepine @ClarkeMicah Please Half the country is eating genetically modified microwaved horse 
"	2017-04-26 16:46:34	857274714833768450	LeninInZurich	Videodrome			False	8.57251826089e+17	2783507433.0																	
525	"What exactly is BT and how does it work Read more on the topic here from GMO Answers 
"	2017-04-26 16:46:22	857274665210970112	thefarmbabe	Iowa			False																			
526	"FUCK THIS GMO NONSENSE I JUST WANNA REST AND WORK ON MY CAPSTONE BUT I OUT HERE UPSET BECAUSE MY COUSIN STILL THINKS GMOS ARE BAD
"	2017-04-26 16:46:09	857274613532811264	yohcelocin	The Mainland	Alaska		False																			
527	"RT @saul42 #Russia Bans #Monsanto amp Takes strong stance against all #GMO Products  
"	2017-04-26 16:46:05	857274596898287618	KraeuterVerbena	Usedom	Berlin		False																			
528	"@PepsiCo @WWF Your products are genetically modified Main ingredient in your soda is sugar or high fructose corn syrup BLECH
"	2017-04-26 16:45:37	857274478010671105	tman89123	HERE and NOW 			False	8.54333713253e+17	21346619.0																	
529	"so companies have genetically modified them because YOU WONT EAT A KIND GREEN KINDA RED TOMATO YOU FUCKS
"	2017-04-26 16:45:27	857274434431860736	yohcelocin	The Mainland	Alaska		False	8.57274283311e+17	75744867.0																	
530	"RT @divergent_fem Why Im speaking about human genetic engineering as a Black woman with disabilities 
"	2017-04-26 16:44:57	857274309970206720	shulamithbond		Atlantic Time (Canada)		False																			
531	"no Im serious we have genetically modified tomatoes because we think that if they arent bright red like in stock photos theyre bad
"	2017-04-26 16:44:51	857274283311091712	yohcelocin	The Mainland	Alaska		False	8.57274075995e+17	75744867.0																	
532	"@ConanOBrien Thats ridiculous Conan Melania would never settle for someone who looks like a genetically modified 
"	2017-04-26 16:44:47	857274267880345600	outofcontroljb	White House or Golf Course	Eastern Time (US & Canada)		False	8.57273130259e+17	115485051.0																	
533	"RT @biotechaction Last year The company says no GMO activities will take place at the Rollo Bay facility Now PEI #GMO fish factory 
"	2017-04-26 16:44:18	857274144706187264	SackvilleRivers	Lower Sackville, NS, Canada	Atlantic Time (Canada)		False																			
534	"#WTF Support #WholeFoods 
as it struggles to keep its stores growing  #Organic #Nongmo is the way to go 
"	2017-04-26 16:43:24	857273920994525184	CollagenBabe	Vancouver, BC	Pacific Time (US & Canada)		False																			
535	"RT @saul42 #Russia Bans #Monsanto amp Takes strong stance against all #GMO Products  
"	2017-04-26 16:43:15	857273880620048385	SultryRobin	La Jolla, San Diego	Arizona		False																			
536	"This is just as safe as GMO
"	2017-04-26 16:42:44	857273752693952513	ryannyc_ebooks	Bushwick			False																			
537	"@PUSSYPETAL @rubabutt Like some kind of genetically engineered super bitch
"	2017-04-26 16:42:44	857273751146311684	nmata98				False	8.57273531751e+17	8.37035636046e+17																	
538	"NJ Soup Maker In Hot Water Over GMO Ingredients 
"	2017-04-26 16:42:30	857273693461938176	nongmoreport		Central Time (US & Canada)		False																			
539	"Worlds first #GMO fish factory could be built in Canada Todays press release #stopGMsalmon #peipoli #cdnpoli  
"	2017-04-26 16:42:07	857273597676724227	biotechaction	Ottawa, Canada	Eastern Time (US & Canada)		False																			
540	"RT @AlexEpstein Genetic engineering with #CRISPR could allow precision targetng of germs resistant to antibiotics #HumanFlourishing 
"	2017-04-26 16:41:29	857273435877122049	SlowlbutShirley	Kingsgate	Pacific Time (US & Canada)		False																			
541	"By Definition Organic Cannot Contain #GMOs Whoever Says that #Organic Farmers Buy GMOs is Lying to You Were Organic Famers BTW
"	2017-04-26 16:41:13	857273369552707584	FarmFairyCrafts	Austin, Texas	Central Time (US & Canada)		False																			
542	"SUPERHUMANS Mars will be colonised by genetically engineered Star Trekstyle beings 
"	2017-04-26 16:41:01	857273321485938688	TroyCoby		Pacific Time (US & Canada)		False																			
543	"Tesco Clearance 
 
"	2017-04-26 16:40:47	857273262480523265	hunters_bargain	uk			False																			
544	"@lilredhsb2 @deNutrients @robles_jdaniel @JulieM_273 @smgamesafari @adfoozsixx @Oteachjohn @30ASeawitch 
"	2017-04-26 16:40:26	857273171992604672	PamelaDrew	New York City	Eastern Time (US & Canada)		False	8.57227824327e+17	230166577.0																	
545	"RT @biotechaction Last year The company says no GMO activities will take place at the Rollo Bay facility Now PEI #GMO fish factory 
"	2017-04-26 16:40:19	857273144960266240	EAC_Marine	Halifax, Nova Scotia	Atlantic Time (Canada)		False																			
546	"RT @EyLin1103 @sam_tingswong @KimcheeAddict @AkoCNormie @PBG_SummerShine @binasyhurie @kimchifangirl @ParkBoGumIsMine @limbaga_joanna @iam
"	2017-04-26 16:39:43	857272993612824576	KDramaReyna				False																			
547	"GMO concerns prompt No Michigan farmer to switch to grassfed beef  via @CadillacNews
"	2017-04-26 16:39:22	857272905348075521	nongmoreport		Central Time (US & Canada)		False																			
548	"RT @PBG_SummerShine @kimchifangirl @ParkBoGumIsMine @sam_tingswong @KimcheeAddict @limbaga_joanna @iamMariaJerus08 @Enchantress017 @EyLin1
"	2017-04-26 16:38:44	857272745670750208	KDramaReyna				False																			
549	"@realDonaldTrump Theres a movement building  People are sick of being sick Theyre fed up with toxic food Label GMO
"	2017-04-26 16:38:43	857272739954077697	DARRELH	North Dakota	Central Time (US & Canada)		False		25073877.0																	
550	"RT @RachelsNews No need to Rt  this postJust Join our #GMO Labelling Campaign wa click Help us gain 113 more participants Big thx 
"	2017-04-26 16:38:39	857272723923361792	albertarabbit	Canada	Mountain Time (US & Canada)		False																			
551	"African Country Ditches GE Cotton NonGMO Cotton Output Rises 20 Percent 
"	2017-04-26 16:38:30	857272688213200897	OccuWorld	Earth	Eastern Time (US & Canada)		False																			
552	"RT @YourTruther Majority of US food is genetically modified cancer @sunny_wantsome @krstAclr #gmo
"	2017-04-26 16:38:20	857272646395871232	krstAclr	Posts For Info Only 	Pacific Time (US & Canada)		False																			
553	"RT @selinasorrels WE DONT MAKE THE #NEWS

we just report it

#GeoEngineering
#GMO
#Monsanto
#Vaccines
#Fukushima
#Nuclear
#NWO 
"	2017-04-26 16:38:20	857272645267705856	Astroidhalo774	Texas, USA			False																			
554	"RT @darren_dazmav Imagine a world with no war no chemtrails no fluoride no GMOS no politicians screwing us at every opportunitywh
"	2017-04-26 16:38:16	857272628502974465	thepurplepatri1		Pacific Time (US & Canada)		False																			
555	"RT @atErikM ChemicalWeaponsKILLINJURESICKMEHumans MonsantoRoundup E OerToxicEsLeadGMOin Our FoodMedWaterConta
"	2017-04-26 16:38:12	857272612124217344	atErikM	California, USA	Pacific Time (US & Canada)		False																			
556	"As a millennial I require my casket to have WiFi  I also require it to be free range grass fed non gmo and to have sick vape skills
"	2017-04-26 16:38:05	857272580570574850	The_Artpoc		Eastern Time (US & Canada)		False																			
557	"RT @Health_Earth Genetically Modified Food FG Urged to Repeal Biosafety Law  @NnimmoB @Food_Affairs @IfyAniebo @Ak
"	2017-04-26 16:38:03	857272571926114308	jim_bolz	London			False																			
558	"RT @JRussellLemon @CFSTrueFood @GMWatch Not good news Pushing GMOs will increase cost of Health Care by making us sick  
"	2017-04-26 16:38:00	857272562757193728	8extremes		Pacific Time (US & Canada)		False																			
559	"AETOS Launches on Amazon With Line of USDA Organic and NonGMO Project Verified Essential Oils 
"	2017-04-26 16:37:54	857272537645850624	dhollings	Tucson AZ	Arizona		False																			
560	"RT @saul42 #Russia Bans #Monsanto amp Takes strong stance against all #GMO Products  
"	2017-04-26 16:37:28	857272426945798149	JeanneBartram	South			False																			
561	"RT @smartaura @nancysuzyq @IRTKGMO @careygillam @8extremes GMO is not good 
"	2017-04-26 16:37:21	857272397493223424	8extremes		Pacific Time (US & Canada)		False																			
562	"RT @GMOChannel #GMO kills thanks to use of excessive herbicides amp pesticides What grows is profit for #Monsanto amp #superweeds 
"	2017-04-26 16:36:53	857272277712482304	BellaLenora	in a world of my own	Quito		False																			
563	"I know at least one person who has become sick eating GMO corn  and can no longer eat any processed corn products 
"	2017-04-26 16:36:36	857272210536497153	colin_mansfield	West Saint Paul, MN, USA	Central Time (US & Canada)		False																			
564	"How intellectual are my 13 yr olds pls  talking abt how immoral it is to genetically modify children etc
"	2017-04-26 16:36:10	857272100050137089	atzrfp				False																			
565	"RT @AgBioWorld Powdery mildew resistant #GMOfree tomato developed using #CRISPR gene deletion in 10 months @KamounLab 


"	2017-04-26 16:36:00	857272057830289408	TUCAENS	Tuskegee, Alabama			False																			
566	"The latest Aloha from Hawaii  Thanks to @LoriMurasko @Hellouos @louwanda558 #pacom #gmo
"	2017-04-26 16:35:50	857272016059199489	HawaiiAloha	Hawaii	Hawaii		False																			
567	"RT @curiouswavefn Great to see Jennifer Doudna come down hard on GMO critics and the tenuous distinction between natural and nonnatura
"	2017-04-26 16:35:25	857271909360295936	goulas_catal	Newark, DE			False																			
568	"RT @MaxCRoser US survey
 82 want labels on foods produced with genetic engineering
 80 want labels on foods containing DNA


"	2017-04-26 16:35:14	857271865483685888	neliyachub8		Pacific Time (US & Canada)		False																			
569	"Temperature effect on CRISPRCas9 mediated genome editing 
"	2017-04-26 16:34:56	857271787096334336	GEG_tech				False																			
570	"No need to Rt  this postJust Join our #GMO Labelling Campaign wa click Help us gain 113 more participants Big thx 
"	2017-04-26 16:34:54	857271782381846528	RachelsNews	Made in Canada  	Eastern Time (US & Canada)		False																			
571	"RT @MAMyths Get your I  GMO shirt for our counterprotest happening May 20th

 
"	2017-04-26 16:34:27	857271667533500417	GhotixHook	Sunflower State	Eastern Time (US & Canada)		False																			
572	"#Thankyou @POTUS @VP #MAGA #Farmers #USA #Organic #Healthy Please help organic farmers #Prosper No more #GMO #Food 
"	2017-04-26 16:34:18	857271630896259074	susanertelt		Eastern Time (US & Canada)		False																			
573	"Honestly all of our modern day food is GMO
"	2017-04-26 16:34:11	857271601640857600	Keyumdi	Los Angeles, CA			False																			
574	"RT @KimcheeAddict @PBG_SummerShine @kimchifangirl @ParkBoGumIsMine @sam_tingswong @limbaga_joanna @iamMariaJerus08 @Enchantress017 @EyLin1
"	2017-04-26 16:33:48	857271504802729984	KDramaReyna				False																			
575	"RT @manny_ottawa Science good if meets political agenda
Global Warming
Carcinogen Cigarette

Bad if it doesnt
GMO
XY Sex
Carcinogen Ma
"	2017-04-26 16:33:47	857271501552103424	bcgift				False																			
576	"RT @kierobar GMO Answers is  funded by BIG AG amp BIG Pharma  Monsanto Dow DuPont Bayer Syngenta etc 
"	2017-04-26 16:33:47	857271501371748353	ShaktiLila	California	Pacific Time (US & Canada)		False																			
577	"#Russia Bans #Monsanto amp Takes strong stance against all #GMO Products  
"	2017-04-26 16:33:36	857271454454484992	saul42	USA	Central Time (US & Canada)		False																			
578	"#ModiMinistry Niti Aayog backs local GM crop policy
 Reuters 
"	2017-04-26 16:33:27	857271413723586560	iVoteForBest		New Delhi		False																			
579	"@Nothinbuttreble Thats a GMO 
"	2017-04-26 16:33:04	857271317439107073	3Capone1914	Boca Raton, FL	Atlantic Time (Canada)		False	8.57270691175e+17	23713210.0																	
580	"RT @thefarmbabe Could peanut allergies be a thing of the past due to a new improved genetically engineered peanut 
"	2017-04-26 16:32:49	857271257745821696	FosterDanielD	State College, PA	Eastern Time (US & Canada)		False																			
581	"@Nutro recipes are made with real recognizable ingredients with a purpose Buy now  
"	2017-04-26 16:32:47	857271248677724160	mindybenkert		Pacific Time (US & Canada)		False																			
582	"RT @BNSciFi This weeks new SFF offers enetically engineered giant bears a vision of utopia a death cure conspiracyamp dragons 
"	2017-04-26 16:32:23	857271149113298944	Lunalux17	Dallas, TX			False																			
583	"RT @EyLin1103 @KDramaReyna @sam_tingswong @PBG_SummerShine @kimchifangirl @ParkBoGumIsMine @KimcheeAddict @limbaga_joanna @iamMariaJerus08
"	2017-04-26 16:31:54	857271023640629248	KDramaReyna				False																			
584	"RT @_ApplaudJava This makes sense tho It wasnt MADE with GMOs but theres a chance some could be in there from cross contamination duri
"	2017-04-26 16:31:45	857270988127514624	ItsBriBri30	Frisco, TX➡️Clemson, SC	Mountain Time (US & Canada)		False																			
585	"RT @pettyblackgirI so someone went into the natural habitat of a predatory fish died amp yalls solution is to kill off sharks for behav
"	2017-04-26 16:31:21	857270885165789184	Gmo_Leo		Central Time (US & Canada)		False																			
586	"RT @MAMyths Get your I  GMO shirt for our counterprotest happening May 20th

 
"	2017-04-26 16:31:02	857270807084408832	franknfoode	A farm near you	Central Time (US & Canada)		False																			
587	"#GMO Humans could be coming to a town next to you soon 
"	2017-04-26 16:30:53	857270770887741440	draco333999	Singapore			False																			
588	"RT @thefarmbabe Could peanut allergies be a thing of the past due to a new improved genetically engineered peanut 
"	2017-04-26 16:30:35	857270695331581952	TroyOttAg	Pennsylvania State University	America/New_York		False																			
589	"Weaponised shopping Vote against GM foods with your shopping basket Get the Shop GMO Free Mobile App 
"	2017-04-26 16:30:33	857270685072334848	ShopGMOFreeUK		UTC		False																			
590	"RT @debnantz Childhood #Cancer Up 13 in Past 2 Decades  #Vaccines #GMO #PutKidsFirst @POTUS
"	2017-04-26 16:30:25	857270653224976384	BrianWheele	Farnham Surrey			False																			
591	"For more than two decades the promotion of GMO crops has been based on a big lie
"	2017-04-26 16:30:19	857270626280755202	rodstonegroup		Central Time (US & Canada)		False																			
592	"RT @VirginiaInCal CONSUMERS BEWARE   #Nestle is tricking U into buying unlabeled GMOs
Boycott all Nestle products ie #Tombstone 4 blocki
"	2017-04-26 16:29:35	857270442742226944	VoteFor3rdParty	Illinois			False																			
593	"DARK Act reintroduced in the US #GMOs #RightToKnow #GMO gw 
"	2017-04-26 16:29:20	857270377709412352	NoGMOsVerified				False																			
594	"@LaidbackLuke and then when people are finally able to buy fruits and vegetables theyre all filled with GMO  its pretty upsetting
"	2017-04-26 16:28:59	857270293676425216	Alexx04_RM				False	8.57269549351e+17	31369541.0																	
595	"RT @AgBioWorld Science march seems to have an impact already AntiGMO Bills Fail in Oregon 
"	2017-04-26 16:28:09	857270083684618240	jaswtaylor1				False																			
596	"RT @VirginiaInCal CONSUMERS BEWARE   #Nestle is tricking U into buying unlabeled GMOs
Boycott all Nestle products ie #Tombstone 4 blocki
"	2017-04-26 16:28:04	857270060250931200	kokeshi_me	Tokyo, Japan	Hawaii		False																			
597	"Agreement puts nonGMO high oleic soybeans in growers hands  
"	2017-04-26 16:28:02	857270051707269121	nongmoreport		Central Time (US & Canada)		False																			
598	"RT @debnantz Childhood #Cancer Up 13 in Past 2 Decades  #Vaccines #GMO #PutKidsFirst @POTUS
"	2017-04-26 16:27:50	857270003380441089	VeritasDolor	Down the Rabbit Hole	Eastern Time (US & Canada)		False																			
599	"Physicians for Social Responsibility Support Labeling of GMO Foods  PSR  
"	2017-04-26 16:27:20	857269876251144192	RealFKNNews	All over the place	Pacific Time (US & Canada)		False																			
600	"AETOS Launches on Amazon With Line of USDA Organic and NonGMO Project Verified Essential Oils  PR Newswire press 
"	2017-04-26 16:27:09	857269830839226368	probio_US		Irkutsk		False																			
601	"RT @TheBitterManTBM @TheTorontoSun @HunterTOSun Rue Britannia Tims Coffee  genetically engineered caffeine flavoured beverage Donuts 
"	2017-04-26 16:26:39	857269705236770819	HunterTOSun	Toronto, Ontario	Pacific Time (US & Canada)		False																			
602	"RT @Spellrainia #Podcast Immortality versus Reality #World #Time #Cloning #Science  #Animals #Genetic #Engineering #People #Myth 
"	2017-04-26 16:26:18	857269616288178176	Spellrainia		Baghdad		False																			
603	"RT @MADGEAustralia @lilredhsb2 @robles_jdaniel @deNutrients @JulieM_273 @smgamesafari @adfoozsixx @Oteachjohn @30ASeawitch @peterdoodes @H
"	2017-04-26 16:26:17	857269612538281984	aladayllc	California, USA			False																			
604	"RT @debnantz Childhood #Cancer Up 13 in Past 2 Decades  #Vaccines #GMO #PutKidsFirst @POTUS
"	2017-04-26 16:25:52	857269507802284032	kaye_vx				False																			
605	"RT @EyLin1103 @sam_tingswong @KimcheeAddict @AkoCNormie @PBG_SummerShine @binasyhurie @kimchifangirl @ParkBoGumIsMine @limbaga_joanna @iam
"	2017-04-26 16:25:52	857269506418159616	KimcheeAddict				False																			
606	"CoValedictorian Molly Niska will be studying genetic engineering at Michigan Tech University #PCSDecisionDay 
"	2017-04-26 16:25:42	857269466383736837	my_dixiehollins	St. Petersburg, FL			False																			
607	"Scientist deconstructs #Sralinis PLOS #GMO study Failed attempt at redemption 
"	2017-04-26 16:25:40	857269456837455872	debunkdenialism	Debunking Denialism	London		False																			
608	"RT @MAMyths Get your I  GMO shirt for our counterprotest happening May 20th

 
"	2017-04-26 16:25:30	857269416920096768	3_watts				False																			
609	"RT @franknfoode Remember Infascelli who got caught fabricating data to claim #GMO  risks Another paper flagged by the journal 
"	2017-04-26 16:25:16	857269356811702273	jaswtaylor1				False																			
