text,created_at,id,user_screen_name,user_location,user_time_zone,coordinates,retweeted,in_reply_to_status_id,in_reply_to_user_id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elliot Alderson on Addys again,5/2/17 5:51,8.59E+17,mazladon,,Dublin,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lob the addy weird ass bitch,5/2/17 5:51,8.59E+17,natalieeperez,rhs,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @CODEiNEROBiNSON WHEN YOUR CRUSH FINALLY SENDS HER ADDY BUT U RUN INTO A PROTEST ON THE WAY,5/2/17 5:51,8.59E+17,ddtheprincess,"Derby, KS",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @raullima1414 Yall ready  WE ON   hmu for the addy  Shit its gunna be a movie @RedPandaRips @rjaykid @andrewventura @jan,5/2/17 5:51,8.59E+17,jandrade0822,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lavishhazel ITS GON CRACK PULL THRU  DM ME OR TXT ME FOR THE ADDY,5/2/17 5:51,8.59E+17,_rojayjay,,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @CODEiNEROBiNSON WHEN YOUR CRUSH FINALLY SENDS HER ADDY BUT U RUN INTO A PROTEST ON THE WAY,5/2/17 5:50,8.59E+17,OhhAdrii,,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @jacobmunoz this saturday role thru we finna turn up  dm for addy,5/2/17 5:49,8.59E+17,eric_diaz32,"East Los Angeles, California ",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @raullima1414 Yall ready  WE ON   hmu for the addy  Shit its gunna be a movie @RedPandaRips @rjaykid @andrewventura @jan,5/2/17 5:48,8.59E+17,andrewventura_,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@keepthelaughter screaming at the kc   DOES ANYONE KNOW ADDY I CANT SEEM TO FIND HER,5/2/17 5:47,8.59E+17,fastlifenancy,,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @raullima1414 Yall ready  WE ON   hmu for the addy  Shit its gunna be a movie @RedPandaRips @rjaykid @andrewventura @jan,5/2/17 5:47,8.59E+17,rjay_kid,"Torrance, CA",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yall ready  WE ON   hmu for the addy  Shit its gunna be a movie @RedPandaRips @rjaykid,5/2/17 5:47,8.59E+17,raullima1414,San Pedro,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop that addyjust tryna talk,5/2/17 5:46,8.59E+17,ikvnn,209Ã_Â„Ã¥,Alaska,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@NelsonMakenna Send ya addy in the dms six is on da wayyyyy,5/2/17 5:45,8.59E+17,Stussy6theGOAT,,Mountain Time (US & Canada),,FALSE,8.59E+17,2202446347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @mrinl4ndempire HIT ME FOR THE HOUSE PARTY ADDY,5/2/17 5:45,8.59E+17,CeeHudd_,IE / LA,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy as jai ivan as ethan ken as yuan jak as andoy  jeya boys mattias as gordon vince as avi carl as yexel  dave as,5/2/17 14:44,8.59E+17,MillenTaya,"Mabalacat City, Pampanga",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @EEUK14 hi could you help me out with an xecuter 3 control panel  i cant seem to flash it i go to change the ip addy on the xbox and i,5/2/17 14:44,8.59E+17,tansuradach,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrae1 its kind of unmotivating for me especially bc i find it difficult to write smut so,5/2/17 14:44,8.59E+17,theuglyfairy,good luck trying to find,Greenland,,FALSE,8.59E+17,86566159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrae1 idk i mean yeah its nice to read it but sometimes you just want to write fluff with no smut but people wont read it,5/2/17 14:43,8.59E+17,theuglyfairy,good luck trying to find,Greenland,,FALSE,8.59E+17,718883760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addy how to be you po @addyrajofficial @akosiLA @khen292  #MTBStarsOfTheShow,5/2/17 14:43,8.59E+17,krisnel003,silang cavite/gentri cavite,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrae1 Mmmm p good ovo its been a good morning so far ovo,5/2/17 14:42,8.59E+17,genderfluidBEE,"Utah, USA",,,FALSE,8.59E+17,718883760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @SAVAgE6 The place to be MAY 6 Hit @eatinggreedy up for the addy Everybody come tup wit da teamand Leave da bs at homeGi,5/2/17 14:38,8.59E+17,klacole12,,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@GhanaParliament @kathyaddy @DVLAGhofficial @UNICAccra @flagstaffghana @MoGCSPGhana @AccraMetropolis @nccegh,5/2/17 14:37,8.59E+17,Roadsafetyaccra,,Pacific Time (US & Canada),,FALSE,8.59E+17,7.92E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I love @addypotter with all my heart Happy Birthday Girl lt3,5/2/17 14:37,8.59E+17,lhillbrick,"Austin, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Addybode24 @AlexAlextodd43 @draewhitee @CorralDestinee @AllieMarie29 @KuhrtCaitlin @browntaylor1691 Addy check ya snap,5/2/17 14:37,8.59E+17,relatablejay,"Cuyahoga Falls, OH",Pacific Time (US & Canada),,FALSE,8.59E+17,2284468297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create a page get some followers have some niggas slide in the dm tell em to link and if they thirsty send them the addy and wait for the lick,5/2/17 14:37,8.59E+17,LadiesLoveBP,,Mountain Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @michaelgreen249 Addy released Friday let me just say its gonna be wild,5/2/17 14:36,8.59E+17,justglolex,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ATTNexus All communications can  be sent via my adultwork email addy,5/2/17 14:36,8.59E+17,MiaOffici1,Southern england,Pacific Time (US & Canada),,FALSE,8.59E+17,3146296356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I hate fake bitches too millerlizzie5 AddySheldon,5/2/17 14:36,8.59E+17,giveawayzipix,"Colorado, USA",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @michaelgreen249 Addy released Friday let me just say its gonna be wild,5/2/17 14:36,8.59E+17,michaelgreen249,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@k3vinngam You want my addy  I feel like sending t,5/2/17 14:35,8.59E+17,Itz_Sukhi,"Where SukhiBears are, CA",,,FALSE,8.59E+17,490202665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @dcvbo LEGENDARY LIT PRESENTS    NEON NIGHTS   2 DAYS OF WILDIN TF OUT SO MAKE SURE YOU DONT MISS OUT  ADDY OUT WEDNESDAY,5/2/17 14:35,8.59E+17,dcvbo,LA,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I hate fake bitches too @millerlizzie5 @AddySheldon,5/2/17 14:35,8.59E+17,EllieKrauss,Tomah,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @KobeAndrews Happy birthdayand four months@addypotter,5/2/17 14:33,8.59E+17,llaurenhham,"Leander, TX",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@dtjamesford Message me your addy,5/2/17 14:33,8.59E+17,sillygreenoreos,Massachusetts,Eastern Time (US & Canada),,FALSE,8.59E+17,1241980225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addypotter i love you,5/2/17 14:33,8.59E+17,llaurenhham,"Leander, TX",Pacific Time (US & Canada),,FALSE,8.59E+17,2738686784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoutout to Addy making the catch,5/2/17 14:33,8.59E+17,EriccWeinsteinn,"Commack, NY",Quito,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @crileyauthor A unique novella Addy has been wondering earth since the 1300s What would you do with that much time Summer 2017 htt,5/2/17 14:31,8.59E+17,jessa_stephens,USA,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @raullima1414 Yall ready  WE ON   hmu for the addy  Shit its gunna be a movie @RedPandaRips @rjaykid @andrewventura @jan,5/2/17 14:30,8.59E+17,GarciiaJacob,"Carson, CA",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Addybode24 @AllieMarie29 @draewhitee @KuhrtCaitlin @CorralDestinee @browntaylor1691 Yes addy shut up,5/2/17 14:29,8.59E+17,relatablejay,"Cuyahoga Falls, OH",Pacific Time (US & Canada),,FALSE,8.59E+17,2284468297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @sheadurazzo Tori Addy just backed into someones car while attempting to park and then drove away So rude,5/2/17 14:29,8.59E+17,amanadahs,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @michaelgreen249 Addy released Friday let me just say its gonna be wild,5/2/17 14:29,8.59E+17,jordan_jeffcoat,Earth,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @1500skinner got a show dis saturday in Reston w @TheFirnats   free and all ages  dm for addy  pull up   cover by @fucksafesin,5/2/17 14:28,8.59E+17,JordanLaGoop,,Quito,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Addybode24 @AllieMarie29 @KuhrtCaitlin @CorralDestinee @browntaylor1691 @draewhitee Addy follow ne,5/2/17 14:27,8.59E+17,relatablejay,"Cuyahoga Falls, OH",Pacific Time (US & Canada),,FALSE,8.59E+17,2284468297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @KREAMSDF AYE LIL WHORES FAV AND RT THIS TWEET  MAY 6 MANSION PARTY  @JOSHUAWASSE x @6etrayal  FAV ILL DM YOU THE ADDY 7 BEFORE 10,5/2/17 14:25,8.59E+17,BTQt6K49oflO0B5,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Send The Addy,5/2/17 14:25,8.59E+17,__Vino___,Broward County,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
These are serious securityethics violations  Kushner gives name addy SSN on finl disclosure form would be mo,5/2/17 14:25,8.59E+17,vlazlo2020,United States,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @SAVAgE6 The place to be MAY 6 Hit @eatinggreedy up for the addy Everybody come tup wit da teamand Leave da bs at homeGi,5/2/17 14:24,8.59E+17,__gfvncy,,Mountain Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
we are so happy to be home thank you for all your prayers keep addy bug in your thoughts,5/2/17 14:22,8.59E+17,holvmads,"Canton, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @alizaevargas Update we gave the girl our addy to get this shit poppin already,5/2/17 14:22,8.59E+17,its_kaaatt,Bangkok to Miami,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addylewd Roleplay,5/2/17 14:19,8.59E+17,alexalex0070,,,,FALSE,8.59E+17,3342440327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @alizaevargas Update we gave the girl our addy to get this shit poppin already,5/2/17 14:17,8.59E+17,owenk98,birminum,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAPPY BIRTHDAY ADDY I LOVE YOU SOOOOOO FUCKING MUCH,5/2/17 14:15,8.59E+17,nolanbrendann,"Austin, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tomorrow is the party at Addys for #heathmello,5/2/17 14:15,8.59E+17,lilladyjay14,,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @ellefelices @addyrajofficial Theyre so welcome to be here Kuya Addy #MTBStarsOfTheShow,5/2/17 14:14,8.59E+17,DiwasElizabeth,mandaluyong,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @1500skinner got a show dis saturday in Reston w @TheFirnats   free and all ages  dm for addy  pull up   cover by @fucksafesin,5/2/17 14:13,8.59E+17,1500skinner,virginia,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @SAVAgE6 The place to be MAY 6 Hit @eatinggreedy up for the addy Everybody come tup wit da teamand Leave da bs at homeGi,5/2/17 14:12,8.59E+17,eating_greedy,on the field,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @TapThatSA Stand a chance to Win a Keg of Gin or Beer for your CompanyAgency or Event Simply RTFollow and DM us your email addy Ts,5/2/17 14:12,8.59E+17,Terence_Writing,Left my heart in San Francisco,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flashback to Saturday night waiting in the ER for Trista to get stitched up Addy kisses are,5/2/17 14:10,8.59E+17,nyckinungas,Pennsylvania,Quito,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some quick hints and tips to refresh on how to be an active advocate from our #DearAddyLive session at #HFA2017,5/2/17 14:09,8.59E+17,hemophiliafed,"Washington, DC",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addypotter Happy Birthday Addy,5/2/17 14:08,8.59E+17,maryac88,,,,FALSE,,2738686784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrajofficial awwwwe youre so cool Addy #MTBStarsOfTheShow,5/2/17 14:06,8.59E+17,PabebeBunny,Aldub Nation,,,FALSE,8.59E+17,7.11E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @KREAMSDF AYE LIL WHORES FAV AND RT THIS TWEET  MAY 6 MANSION PARTY  @JOSHUAWASSE x @6etrayal  FAV ILL DM YOU THE ADDY 7 BEFORE 10,5/2/17 14:04,8.59E+17,MahmoudB_,"Houston, TX",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @anth0nyaguilar  DONT WANNA MISS OUT  ADDY OUT WEDNESDAY  2 DAY EVENT,5/2/17 14:02,8.59E+17,liddojoveyyy,,Tijuana,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@DongOfJustice She does too much addy,5/2/17 14:01,8.59E+17,alexrarri,,Central Time (US & Canada),,FALSE,8.59E+17,2272284066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @AndreaFreitas Everyone keep Addy and @emmytabers son Mark in your prayers they both had very rough days already in the hospital,5/2/17 14:01,8.59E+17,emmy_taber,"Detroit, Michigan ",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @SAVAgE6 The place to be MAY 6 Hit @eatinggreedy up for the addy Everybody come tup wit da teamand Leave da bs at homeGi,5/2/17 14:00,8.59E+17,181SAVAGE_,"Houston, TX",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addylewd Control of them Im still gonna tell you Every day,5/2/17 14:00,8.59E+17,D0ItF0rHer,"Lewd roleplay in DM, Please!",,,FALSE,8.59E+17,8.52E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addylewd Cute cute cute Every time Filia didnt know how Those long locks of hers wag like a dog tail and a,5/2/17 13:59,8.59E+17,D0ItF0rHer,"Lewd roleplay in DM, Please!",,,FALSE,8.59E+17,3342440327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @KREAMSDF AYE LIL WHORES FAV AND RT THIS TWEET  MAY 6 MANSION PARTY  @JOSHUAWASSE x @6etrayal  FAV ILL DM YOU THE ADDY 7 BEFORE 10,5/2/17 13:59,8.59E+17,BeautifulAlec_,"Houston, TX",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When the addy hits ya hard and you start making phone calls at 415am,5/2/17 13:59,8.59E+17,itsyagirljorge,"Tuscaloosa, AL",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @ellefelices @addyrajofficial Theyre so welcome to be here Kuya Addy #MTBStarsOfTheShow,5/2/17 13:58,8.59E+17,habagatana17,Anywhere,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everyone keep Addy and @emmytabers son Mark in your prayers they both had very rough days already in the hospital,5/2/17 13:58,8.59E+17,_Andrea_Freitas,IG: _andreaa_freitas,Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@ItsDori drop the addy  lol,5/2/17 13:56,8.59E+17,BrianLeePVD,,Pacific Time (US & Canada),,FALSE,8.59E+17,173491947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @lavishhazel ITS GON CRACK PULL THRU  DM ME OR TXT ME FOR THE ADDY,5/2/17 13:56,8.59E+17,Kristian_dingus,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @liannedgzmn @addyrajofficial I pray for that kuya Addy I hope you can bring your parents here in the Philippines soon  #MTBStarsO,5/2/17 13:54,8.59E+17,GloriettaPerez,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @ellefelices @addyrajofficial Theyre so welcome to be here Kuya Addy #MTBStarsOfTheShow,5/2/17 13:53,8.59E+17,feleavelayo,@makati,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adidas uk shipped my order without me puttinh 2nd line addy it shipped via dhl can i change addy if i call,5/2/17 13:53,8.59E+17,yzypreme,"Charlotte, NC",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@mar2savage @kaylahthethug SCARED WHERE BITCH lmaooooooooo and we You on the jumping shit Kiara got my addy though,5/2/17 13:52,8.59E+17,_kendraking,not with you ,Pacific Time (US & Canada),,FALSE,8.59E+17,1877864772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @ellefelices @addyrajofficial Theyre so welcome to be here Kuya Addy #MTBStarsOfTheShow,5/2/17 13:51,8.59E+17,GloriettaPerez,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @SAVAgE6 The place to be MAY 6 Hit @eatinggreedy up for the addy Everybody come tup wit da teamand Leave da bs at homeGi,5/2/17 13:51,8.59E+17,brownskinchas,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@kenziaddy I know lol did you find one yet,5/2/17 13:51,8.59E+17,KenzieDoughty,"Coshocton, OH",Eastern Time (US & Canada),,FALSE,8.59E+17,540391523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrajofficial I pray for that kuya Addy I hope you can bring your parents here in the Philippines soon  #MTBStarsOfTheShow,5/2/17 13:51,8.59E+17,liannedgzmn,,,,FALSE,8.59E+17,7.11E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @ellefelices @addyrajofficial Theyre so welcome to be here Kuya Addy #MTBStarsOfTheShow,5/2/17 13:50,8.59E+17,TerryRob1029,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
while living off addy and candy @brittneygordon,5/2/17 13:49,8.59E+17,harleycurtiss_,,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The place to be MAY 6 Hit @eatinggreedy up for the addy Everybody come tup wit da teamand Leave da bs at h,5/2/17 13:49,8.59E+17,SAV_AgE6,Grinding,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrajofficial Theyre so welcome to be here Kuya Addy #MTBStarsOfTheShow,5/2/17 13:49,8.59E+17,ellefelices,"Seoul, Republic of Korea",,,FALSE,8.59E+17,7.11E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tori Addy just backed into someones car while attempting to park and then drove away So rude,5/2/17 13:49,8.59E+17,shea_durazzo,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@addyrajofficial God bless you Addy,5/2/17 13:49,8.59E+17,raymundpecho,Philippines,Alaska,,FALSE,8.59E+17,7.11E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @alizaevargas Update we gave the girl our addy to get this shit poppin already,5/2/17 13:47,8.59E+17,ChristinaaNaume,NYC,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paypal me 25 for papa johns its my dying wish im sick and trapped in bed genesistwebb@yahoocom or just order me some ill send the addy,5/2/17 13:47,8.59E+17,ihategenesis_,,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addy  thank you much love,5/2/17 13:45,8.59E+17,ReiganTodd,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @Misslynne8 So when a zombie apocalypse happensgive me the addy to where you guys  will be,5/2/17 13:44,8.59E+17,lexiennunez,Bay Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 DONT WANNA MISS OUT  ADDY OUT WEDNESDAY  2 DAY EVENT,5/2/17 13:40,8.59E+17,anth0nyaguilar,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Were happy to share that the big unveil for our work with #ImagineMadison and City of Madison won an ADDY Award,5/2/17 13:39,8.59E+17,PopDotAgency,"Madison, WI",Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graduated as an engineer but I never popped addy No kids but your girl calling me daddy Angel eyes but we know she a baddy,5/2/17 13:38,8.59E+17,el_kononi,,Central Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @michaelgreen249 Addy released Friday let me just say its gonna be wild,5/2/17 13:37,8.59E+17,CoreyGilbreath1,"Texas, USA",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
addy and i just made fun of someone for ten minutes for playing the same note on the piano over and over they are tuning the piano,5/2/17 13:36,8.59E+17,gataleenaren,she/her/hers,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 #NoHands     Friday May 5     Females free till 845    Doors open @ 8     DM @SlutyBoys for addy,5/2/17 13:32,8.59E+17,x_LorBlazee,"Ã__Ã®Â¥ÂŸÂèGrove Park, BaltimoreÃ__Ã®Â¥ÂŸÂè",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @kokyyenatbl  #NoHands     Friday May 5     Females  free till 845    DM @SlutyBoys for addy,5/2/17 13:32,8.59E+17,x_LorBlazee,"Ã__Ã®Â¥ÂŸÂèGrove Park, BaltimoreÃ__Ã®Â¥ÂŸÂè",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nii Addy PhD of @YalePsych to participate in peer reviews of @NIH grant applications,5/2/17 13:31,8.59E+17,YalePsych,"New Haven, CT",Quito,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@Gewnzi lol shit is so unpredictable Put me in dad I got the type of addy you need,5/2/17 13:24,8.59E+17,SpiedHamster,"Chicago, IL",,,FALSE,8.59E+17,421951948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @alizaevargas Update we gave the girl our addy to get this shit poppin already,5/2/17 13:22,8.59E+17,gaychindy,"Houston, TX",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop the addy,5/2/17 13:21,8.59E+17,Nelle_101,In them gutz,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 minutes into a potato and chill next RP Azura goes to the amusement park with Nejamo Addy and Sorrow amirite,5/2/17 13:21,8.59E+17,tieurshoelaces,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Birthday my beautiful cousin I love you @addypotter,5/2/17 13:20,8.59E+17,ChelbyStyles,america,Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop the addy,5/2/17 13:17,8.59E+17,Nelle_101,In them gutz,Atlantic Time (Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RT @AAFMiami Pack your cocktail legwarmers and show us your best robot dance moves at the @4aaf District ADDY Awards Gala,5/2/17 13:16,8.59E+17,melissalpacheco,"Ã_Ã¬T: 25.791013,-80.132946",Eastern Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 #NoHands     Friday May 5     Females free till 845    DM @SlutyBoys for addy,5/2/17 13:15,8.59E+17,SpaceGangGang,"PG Lanham, MD",Pacific Time (US & Canada),,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
