text,created_at,id,user_screen_name,user_location,user_time_zone,coordinates,retweeted,in_reply_to_status_id,"in_reply_to_user_id""With Genetically Modified Crops"," We Can Reclaim Unfarmable Fields the Size of France https://t.co/KInAnuqKe7 #sustainability #science #GMOs""",4/26/17 17:21,8.57283E+17,TheHappyTalent,,,,FALSERT @LatifahAB_: #تقنيات_حيويه_يشاركون2 genetically modified plants https://t.co/PlcUKG3v10,2017-04-26 19:11:03,857311075058032640,ALHANOOFAK5,"saudi,Alshrgya",,,False,,
"RT @VirginiaInCal: #Nestle has spent $3M to block GMO labeling !
Boycott all Nestle products like #Crunch &amp; #DiGiorno 4 blocking GMO labeli…",2017-04-26 17:07:56,857280095249149952,AlafiaGrandma,,,,False,,
Could name a few. #gmo #gmofarmer #gmowar https://t.co/gFSQ2aNiQL,2017-04-26 17:07:50,857280067692617728,SoulGardenFarm,YORK REGION,Eastern Time (US & Canada),,False,,
@RobertWager1 @lilredhsb2 @JulieM_273 @MADGEAustralia @robles_jdaniel @deNutrients @smgamesafari @adfoozsixx… https://t.co/vLM1vgJRP0,2017-04-26 17:07:14,857279919063056384,TheGOPJesus,,Hawaii,,False,857236396133634049,303278191
Indian farmers return to GM insect-resistant Bt cotton after failure of non-GMO variety https://t.co/EOnTyGHQVI https://t.co/krhmRRJMwL,2017-04-26 17:07:06,857279886016335872,IAmBiotech,"Washington, DC",Eastern Time (US & Canada),,False,,
It should bother you that organic food is labeled but food that is GENETICALLY MODIFIED is not required to be labeled 🤔,2017-04-26 17:06:44,857279792437231620,Marlohanna,"Edwardsville, IL",,,False,,
Colleagues! Let's all thank Scouser Andy for his prompt response on the issue of GM crops @SupportOurLefty @K69atie… https://t.co/2hnYK7b3Sr,2017-04-26 17:06:41,857279778088505344,therealslog,Donald the Motor Home,Pacific Time (US & Canada),,False,,
"RT @VirginiaInCal: PARENTS BEWARE ! ☠️
#Nestle is hiding toxic GMO's in #GerberBabyFood 
Boycott all Nestle products 4 blocking GMO labelin…",2017-04-26 17:06:32,857279743397306368,WaldenE,"East Village, San Diego",Pacific Time (US & Canada),,False,,
#gmoomg https://t.co/5suYHnbgFk Very interesting! Keep GMO foods out! If a plant is made to kill insects what is it doing for your body?!,2017-04-26 17:06:31,857279735344377857,Max_Stockwell,"Reading, UK",London,,False,,
RT @OrganicLiveFood: Earth source #organics foods: https://t.co/FlWjrxDkGB https://t.co/9Iynsxmvpx,2017-04-26 17:06:00,857279606705074176,AMalegrooming,london- earls court sw5,,,False,,
RT @futurism: BREAKING: Researchers have developed a functioning artificial womb. https://t.co/yYMa1c7i5I,2017-04-26 17:05:57,857279595149758465,Gmo_garrett,Steamboat Springs ,,,False,,
@USDA @SecretarySonny @POTUS No #grain finish. No #feedlots. They are not #humain &amp; have more bad #fats and are ful… https://t.co/su17H9SQWS,2017-04-26 17:05:43,857279537658306560,ShineNooow,"Boise, Idaho",,,False,857266833145069568,61853389
RT @My_Divine_Life: #Organic gardens are good for bees! Please avoid using chemicals and GMO's. #SaveTheBees #nonGMO #ChemicalFree https://…,2017-04-26 17:05:39,857279520403066882,MiracleTraining,Wherever I need to be ,London,,False,,
RT @OrganicLiveFood: Earth source #organics foods: https://t.co/FlWjrxDkGB https://t.co/9Iynsxmvpx,2017-04-26 17:05:33,857279495103008768,tt85207533,London Earls Court sw5,London,,False,,
Earth source #organics foods: https://t.co/FlWjrxDkGB https://t.co/9Iynsxmvpx,2017-04-26 17:05:28,857279474278203394,OrganicLiveFood,US,Arizona,,False,,
RT @My_Divine_Life: #Organic gardens are good for bees! Please avoid using chemicals and GMO's. #SaveTheBees #nonGMO #ChemicalFree https://…,2017-04-26 17:05:18,857279431290867712,pwiconnections,Global: Where you are,Central Time (US & Canada),,False,,
"demonic “black-eyed children” genetically engineered alien fallen angel hybrids that created a sensation a while back, and have been",2017-04-26 17:05:07,857279384519983104,MissionaryJapan,Human Race Survival Resistance,Tokyo,,False,,
@ksenapathy I emailed their support to ask if I could order one in GMO's size.,2017-04-26 17:05:03,857279367256436736,ScienceDave1265,USA,Pacific Time (US & Canada),,False,857269741169381377,519596463
"RT @VirginiaInCal: #Nestle has spent $3M to block GMO labeling !
Boycott all Nestle products like #Crunch &amp; #DiGiorno 4 blocking GMO labeli…",2017-04-26 17:04:34,857279247731183616,TheGOPJesus,,Hawaii,,False,,
RT @scranemd: @deNutrients @DavidKucher @JulieM_273 @peterdoodes @robles_jdaniel @30ASeawitch @lilredhsb2 @H_O_G_ @LOV_MotherEarth @thefood…,2017-04-26 17:04:23,857279199245090816,TheGOPJesus,,Hawaii,,False,,
RT @spanishmax58: The Wild Rover - Clancy Brothers and Tommy Makem Real vocals. No GMO's! The real dealio! https://t.co/hXngYXJoeZ,2017-04-26 17:04:15,857279166751932417,aapantazi,GREECE,Baghdad,,False,,
"RT @VirginiaInCal: 🚨🚨WARNING🚨🚨 
#Nestle is selling U unlabeled GMOs!  
BOYCOTT all Nestle products 4 blocking GMO labeling laws ! @TheGOPJe…",2017-04-26 17:04:09,857279141825073152,TheGOPJesus,,Hawaii,,False,,
"RT @SouthTradr: Farmers vs traders 
Farmers vs weather guys 
Farmers vs nongmo

Battle",2017-04-26 17:04:06,857279131037335552,justinfastert,rock rapids ia ,,,False,,
"RT @VirginiaInCal: PARENTS BEWARE ! ☠️
#Nestle is hiding toxic GMO's in #GerberBabyFood 
Boycott all Nestle products 4 blocking GMO labelin…",2017-04-26 17:03:58,857279094542565376,TheGOPJesus,,Hawaii,,False,,
"RT @VirginiaInCal: Shame on #Nestle 4 peddling unlabeled GMOs to families w/children! 
Boycott all Nestle products like #TollHouse 4 Blocki…",2017-04-26 17:03:51,857279064381337600,TheGOPJesus,,Hawaii,,False,,
"RT @Tammysdragonfly: HOT♨MEDICAL #THRILLER
@DanielleSchneid
♂❦EMBRYO❦♀
TERROR In Genetic Engineering!
#ASMSG
https://t.co/03PmVdQs8P https:…",2017-04-26 17:03:39,857279014104387585,mdaly_margaret,New York,Eastern Time (US & Canada),,False,,
@RedsBurritos does your food contain GMO ingredients? I noticed your burritos had canola oil. https://t.co/WDcFrexczz,2017-04-26 17:03:06,857278878938746880,codykf,"Houston, TX",Central Time (US & Canada),,False,,56493280
"#AgLaw HotLink: ""Anti-GMO Bills Fail in Oregon""  -Reason https://t.co/RJ8oj07S6q  #GMO #Oregon",2017-04-26 17:03:02,857278860932653056,AgShaleLaw,"State College, PA",,,False,,
"RT @VirginiaInCal: CONSUMERS BEWARE  ! #Nestle is tricking U into buying unlabeled GMOs.
Boycott all Nestle products ie #Tombstone 4 blocki…",2017-04-26 17:02:56,857278835934371840,TheGOPJesus,,Hawaii,,False,,
Kim K is GMO and the science says gmo lead to cancer and other abnormalities lol,2017-04-26 17:02:30,857278726148689922,LewKaineMane,New Orleans Baby,Central Time (US & Canada),,False,,
"but, what to go back to school for? well i think i have the answer: i wanna do genetic engineering, specifically with plants",2017-04-26 17:02:18,857278676777480197,yiffdeer,twitter cant do emoji here,Eastern Time (US & Canada),,False,857278258286669826,3154319405
Tiny robot bee drones can help with pollination as Bee populations decline due to #GMO Crops https://t.co/jOoCF6bNKE,2017-04-26 17:01:53,857278570397396993,Trendplayer007,,,,False,,
Earth source #organics foods: https://t.co/LL4jXlfZah https://t.co/aJxoUQbGnC,2017-04-26 17:01:52,857278566567956480,Seattle_Diners,Seattle,Arizona,,False,,
RT @liberatethis: @Eyaaaad Thank you for sharing my video from 2008. Here is an update from 2016: https://t.co/QPfd5IBOlW,2017-04-26 17:01:22,857278442697498625,anosha343,في كوكب جديد لم يكتشف بعد,,,False,,
RT @trentpart: Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video) https://t.co/OTVT9T2ztj #no…,2017-04-26 17:01:18,857278423093268480,jeffecw67,Hill Country TX ,,,False,,
"RT @darren_dazmav: Imagine a world with no war, no chemtrails, no fluoride, no GMO'S, no politicians screwing us at every opportunity....wh…",2017-04-26 17:01:00,857278346820026368,AnthonyWarren85,,,,False,,
Organic Farm Fresh Eggs Non GMO/Non Soy https://t.co/Lv9O8Bx68S #naturalfood,2017-04-26 17:00:34,857278237801447424,foodorgani,"London, England",Pacific Time (US & Canada),,False,,
We’re having a super #tasty #giveaway! Enter to win #yummy #avocados and other goodies #paleodiet #organic #nongmo… https://t.co/YrXYlLaCsi,2017-04-26 17:00:05,857278118905745412,AvoGanic,"Carpinteria, CA",,,False,,
"Mostly #Organic, No GMO's, No Processed Foods, No Preservatives, &amp; 100% Naturally #GlutenFree! Grabbagreen is a fan… https://t.co/5kIcsXuJNk",2017-04-26 16:59:39,857278010344566786,grabbagreenco33,"Denver, CO",Mountain Time (US & Canada),,False,,
"Mostly #Organic, No GMO's, No Processed Foods, No Preservatives, &amp; 100% Naturally #GlutenFree! Grabbagreen is a... https://t.co/JWer6L29oV",2017-04-26 16:59:03,857277858884046853,grabbagreenco33,"Denver, CO",Mountain Time (US & Canada),,False,,
Big Agro on campus #GMOs #GMO https://t.co/ksAd4zPrz5 /gw https://t.co/OjVplANAjK,2017-04-26 16:58:54,857277818421604353,NoGMOsVerified,,,,False,,
"Do you think Biotechnology is against nature ? Then you should read this
https://t.co/YjOaJnISoI  

#Biotechnology… https://t.co/ddiCv1ZQBI",2017-04-26 16:58:53,857277816534163459,IgnitdMind_IMoT,"Tamil Nadu, India",New Delhi,,False,,
RT @draco333999: #GMO Humans could be coming to a town next to you soon https://t.co/yjzmszs4k6,2017-04-26 16:58:46,857277786997784578,Mischief3441,USA,,,False,,
"RT GMO Foods: Learn the (Frightening) Effects on Your Body - https://t.co/zmnPDyiiCK
#gmo #jerf #paleo #realfood https://t.co/lnc4WNfK69",2017-04-26 16:58:46,857277786003824645,GetYourElements,,Mountain Time (US & Canada),,False,,
RT @NonGMOProject: New regulations in the Europe seek to eradicate both #neonictinoid pesticides and #GMO crops from the EU. #GoNonGMO http…,2017-04-26 16:57:18,857277416007454721,txFrank81,Mohenjo-Daro,Central Time (US & Canada),,False,,
We knew it was coming… #GMO #nonGMO #takeaction #resist #notmypresident https://t.co/EZimyBxRNk,2017-04-26 16:56:45,857277280237666304,GoodStuffNW,"Portland, OR, USA",Pacific Time (US & Canada),,False,,
RT @RachelsNews: No need to Rt  this post.Just Join our #GMO Labelling Campaign w/a click. Help us gain 113 more participants Big thx https…,2017-04-26 16:55:40,857277007020908545,IceDog49,,,,False,,
Good to the core! #FigBar #NonGMO #SnackTime https://t.co/NFtCczOWva,2017-04-26 16:55:39,857277004567150592,NaturesBakery,,Atlantic Time (Canada),,False,,
RT @FarmFairyCrafts: #GMOLabeling is a Matter of Transparency and the Right to Know What's in Our #Food: https://t.co/1tJJONCTsO https://t.…,2017-04-26 16:55:32,857276971637628928,chrissycalain,"San Diego, CA",Pacific Time (US & Canada),,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/aXviMxHzte,2017-04-26 16:55:08,857276873172283392,Political_IM,"Miami, Florida",Quito,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/2bsVYQj6Fd,2017-04-26 16:55:08,857276872366985217,trentpart,"Fort Lauderdale, FL",Eastern Time (US & Canada),,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/FMN2T1YJN6,2017-04-26 16:55:07,857276869540024320,pokemon_dave,,,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/1A6J8OvDIX,2017-04-26 16:55:07,857276867694534657,AffiliateVideo2,"Fort Lauderdale, FL",,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/cl9q01VEXF,2017-04-26 16:55:07,857276867031814144,Tru_Town_Films,Miami,Eastern Time (US & Canada),,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/3LTvWGyZlS,2017-04-26 16:55:07,857276866880819200,Real_Estate_HUB,Fort Lauderdale,Quito,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/E6x1VtxRiN,2017-04-26 16:55:07,857276866482384896,Sexy_Model_Fl,Miami,Atlantic Time (Canada),,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/LK37j1ASZ3,2017-04-26 16:55:06,857276866058743809,neetostar,"Miami, Florida",,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/FunCpJAj3j,2017-04-26 16:55:06,857276865802797056,Trent_Roaming,"Miami, Florida",Quito,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/BGSWJN1MOu,2017-04-26 16:55:06,857276865618341888,Affiliate_Vid,"Miami, FL",Arizona,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/7oGQx3saPb,2017-04-26 16:55:06,857276865425399815,Law_Real_Estate,"Fort Lauderdale, Florida",Quito,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/E56rkG3UOR,2017-04-26 16:55:06,857276865291137025,kidapelifestyle,United States,Eastern Time (US & Canada),,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/xP9uYUolOa,2017-04-26 16:55:06,857276864754274304,ballertraining,"Fort Lauderdale, FL",Pacific Time (US & Canada),,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/MMJj1HlIn1,2017-04-26 16:55:06,857276864670433280,10EdgeYes,"Miami, Florida",Eastern Time (US & Canada),,False,,
Informative learnings in Fortune with Paul Gallant.  Great leadership by @SharonLabchuk and Dale Thompson.  #PEI… https://t.co/hExoFVdlTW,2017-04-26 16:55:06,857276864632639488,SenDuffy,,Eastern Time (US & Canada),,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/B1ZjFCDhni,2017-04-26 16:55:06,857276864615915520,Trent_Partridg,Ft Lauderdale,Quito,,False,,
Researchers asking Michigan farmers to consider grass-feeding their cattle - NO GMO Corn (video)… https://t.co/wtJ5GpKhGC,2017-04-26 16:55:06,857276864364253185,Baller_Training,Ft Lauderdale,Eastern Time (US & Canada),,False,,
#Organic gardens are good for bees! Please avoid using chemicals and GMO's. #SaveTheBees #nonGMO #ChemicalFree https://t.co/nfFN5uKX4O,2017-04-26 16:54:20,857276669861781506,My_Divine_Life,Global,,,False,,
"RT @VirginiaInCal: Shame on #Nestle 4 peddling unlabeled GMOs to families w/children! 
Boycott all Nestle products like #TollHouse 4 Blocki…",2017-04-26 16:54:11,857276634390552578,Neomad84,,,,False,,
"“The distinction is, when we make a GMO, like a Roundup Ready sugarbeet, we have added a new gene to the... https://t.co/Xd0SZ8BObi",2017-04-26 16:54:06,857276611812409344,KauaiFarm,"Hawaii, USA",,,False,,
"RT @VirginiaInCal: CONSUMERS BEWARE  ! #Nestle is tricking U into buying unlabeled GMOs.
Boycott all Nestle products ie #Tombstone 4 blocki…",2017-04-26 16:54:00,857276587317895168,Neomad84,,,,False,,
"RT @TheToddWilliams: [grocery produce aisle]
ME: Hi, are these genetically modified carrots?
CLERK: No, why do you ask?
CARROT: Yeah, why d…",2017-04-26 16:53:53,857276558993653761,toiletgurl69,Atlanta,Quito,,False,,
The Wild Rover - Clancy Brothers and Tommy Makem Real vocals. No GMO's! The real dealio! https://t.co/hXngYXJoeZ,2017-04-26 16:53:35,857276481730379779,spanishmax58,"Chesapeake, VA",,,False,,
White House aide: USDA to work on GMO labeling bill schedule. https://t.co/jZYfQ2Zim8,2017-04-26 16:53:29,857276455415406592,nongmoreport,,Central Time (US & Canada),,False,,
"RT @kierobar: Unbelievable 😳☣️☠️ 

Trump is the Deep State  

https://t.co/C2eknnth2U

#glyphosate #gmo https://t.co/9Cnusl0fp4",2017-04-26 16:53:21,857276424914440194,leehunter0796,United States,,,False,,
"RT @kierobar: Unbelievable 😳☣️☠️ 

Trump is the Deep State  

Pushing GMO &amp;new more poisonous ""food"" to USA 🇺🇸 

https://t.co/0ol0XSnhTX

#…",2017-04-26 16:53:13,857276390772809728,leehunter0796,United States,,,False,,
"RT @nongmoreport: Agreement puts non-GMO, high oleic soybeans in growers’ hands  https://t.co/35c0IVGrKy",2017-04-26 16:52:47,857276279464353795,ispeakdifferent,,Quito,,False,,
@USDA @SecretarySonny @POTUS Ban #toxic #chemical #glyphosate #GMO #Monsanto probable #CANCER causing says world he… https://t.co/qHD35HiwA3,2017-04-26 16:52:43,857276262657568768,ShineNooow,"Boise, Idaho",,,False,857266833145069568,61853389
"@Facttotruth @Statistar30 And chemtrails are, duh, real, duh. Mean GMO's",2017-04-26 16:52:34,857276227329064961,darrenbmayfield,"Mount Sterling, IL",,,False,857275622103625728,708805977718591488
Looks like Cargill is getting attacked by the trolls just as much as we do.... https://t.co/9PJyGXi4W6,2017-04-26 16:52:24,857276182936473600,Label_GMOs,California,Pacific Time (US & Canada),,False,,
RT @MannyMua733: The jet lag was like a genetically modified spider bite... it changed me https://t.co/24slGLD5WU,2017-04-26 16:51:34,857275973967937536,heyits_tyler,In Jacobs Heart,,,False,,
"And if you are saying to yourself...""Who cares?""...you may have consumed too many GMO's. 😏 https://t.co/d2oaKqo0Oq",2017-04-26 16:50:53,857275802974646278,SuperDave629,East coast...far from Cali.,,,False,,
RT @mae37: Largest-Ever GMO Crops Study Shows Massive Environmental Damage in US  https://t.co/8Dpq165dB9,2017-04-26 16:50:44,857275766660268032,wowokba,probably in bed,Pacific Time (US & Canada),,False,,
"RT @TheToddWilliams: [grocery produce aisle]
ME: Hi, are these genetically modified carrots?
CLERK: No, why do you ask?
CARROT: Yeah, why d…",2017-04-26 16:50:10,857275621415759872,SPACETOASTCRUMP,"Tallahassee, FL",Quito,,False,,
"RT @TheToddWilliams: [grocery produce aisle]
ME: Hi, are these genetically modified carrots?
CLERK: No, why do you ask?
CARROT: Yeah, why d…",2017-04-26 16:49:57,857275567623864320,fulkarsayalee,"Pune, India",Mumbai,,False,,
How we make our hummus fresher and creamier.  #hummus #chickpeas #garbanzo #spread #appetizer #healthy #protein… https://t.co/8xi118bFlX,2017-04-26 16:49:50,857275539899338752,GreenChickpea,"Spokane, WA",Pacific Time (US & Canada),,False,,
Serbia will not allow cultivation of GMO crops #GMOs #RightToKnow #GMO /gw https://t.co/eEFMD9hRmT,2017-04-26 16:49:13,857275383082881024,NoGMOsVerified,,,,False,,
"RT @FarmFairyCrafts: By Definition, Organic Cannot Contain #GMO's. Whoever Says that #Organic Farmers Buy GMO's is Lying to You. We're Orga…",2017-04-26 16:48:28,857275193634549761,dsheehy100,Turn around,,,False,,
The latest The SoFreshandSoGreen Daily! https://t.co/vFEIiuSNK3 Thanks to @IdiaDega @Mm_Vucic @Brianna__Loves #medioambiente #gmo,2017-04-26 16:48:14,857275136336121861,sofreshsogreen,NYC,Eastern Time (US & Canada),,False,,
RT @nongmoreport: NJ Soup Maker In Hot Water Over GMO Ingredients. https://t.co/KuumXq7VIT,2017-04-26 16:48:07,857275107227475968,LadybugLaff,"Redondo Beach, CA",Pacific Time (US & Canada),,False,,
"RT @VirginiaInCal: CONSUMERS BEWARE  ! #Nestle is tricking U into buying unlabeled GMOs.
Boycott all Nestle products ie #Tombstone 4 blocki…",2017-04-26 16:48:04,857275094791368704,sabrina68,"New York, USA",Pacific Time (US & Canada),,False,,
RT @lloydosborne10: Tell me what you know about the air we breath gmo yeah weed out the seed cant let the babylon poision the weed,2017-04-26 16:47:54,857275051095109634,PUsywIBO9PyUyHW,,,,False,,
RT @deNutrients: @lilredhsb2 @JulieM_273 @30ASeawitch @robles_jdaniel @peterdoodes @H_O_G_ @LOV_MotherEarth @thefoodbabe @rosevine3 @GMWatc…,2017-04-26 16:47:34,857274967825813505,PamelaDrew,New York City,Eastern Time (US & Canada),,False,,
RT @RachelsNews: No need to Rt  this post.Just Join our #GMO Labelling Campaign w/a click. Help us gain 113 more participants Big thx https…,2017-04-26 16:47:25,857274931389902849,EatorganicMv,,,,False,,
"RT @OccuWorld: African Country Ditches GE Cotton, Non-GMO Cotton Output Rises 20 Percent https://t.co/emljU3TuLX",2017-04-26 16:47:24,857274925022932993,jimjimzen,Your Mind,,,False,,
@Slate It certainly does when you compare genetically modified products with nuclear weapons,2017-04-26 16:47:00,857274825856790529,vadimmarmer,,Arizona,,False,857257959864369152,15164565
"RT @TheToddWilliams: [grocery produce aisle]
ME: Hi, are these genetically modified carrots?
CLERK: No, why do you ask?
CARROT: Yeah, why d…",2017-04-26 16:46:41,857274746643369984,Freddie_Pope,RI➡️SC,Eastern Time (US & Canada),,False,,
"@PhilYiddo @georgeinthepine @ClarkeMicah Please. Half the country is eating genetically modified, microwaved horse… https://t.co/njiFfKRC5M",2017-04-26 16:46:34,857274714833768450,LeninInZurich,Videodrome,,,False,857251826089029634,2783507433
What exactly is BT and how does it work? Read more on the topic here from GMO Answers https://t.co/JnaHg3eihD,2017-04-26 16:46:22,857274665210970112,thefarmbabe,Iowa,,,False,,
FUCK THIS GMO NONSENSE I JUST WANNA REST AND WORK ON MY CAPSTONE BUT I OUT HERE UPSET BECAUSE MY COUSIN STILL THINKS GMOS ARE BAD,2017-04-26 16:46:09,857274613532811264,yohcelocin,The Mainland,Alaska,,False,,
RT @saul42: #Russia Bans #Monsanto &amp; Takes strong stance against all #GMO Products  https://t.co/rHXiDkTUla,2017-04-26 16:46:05,857274596898287618,KraeuterVerbena,Usedom,Berlin,,False,,
@PepsiCo @WWF Your products are genetically modified. Main ingredient in your soda is sugar or high fructose corn syrup. BLECH,2017-04-26 16:45:37,857274478010671105,tman89123,HERE and NOW ,,,False,854333713252888576,21346619
so companies have genetically modified them because YOU WONT EAT A KIND GREEN KINDA RED TOMATO YOU FUCKS,2017-04-26 16:45:27,857274434431860736,yohcelocin,The Mainland,Alaska,,False,857274283311091712,75744867
RT @divergent_fem: Why I’m speaking about human genetic engineering as a Black woman with disabilities https://t.co/8BPaIZt9Tj,2017-04-26 16:44:57,857274309970206720,shulamithbond,,Atlantic Time (Canada),,False,,
"no I'm serious, we have genetically modified tomatoes because we think that if they aren't bright red like in stock photos they're bad",2017-04-26 16:44:51,857274283311091712,yohcelocin,The Mainland,Alaska,,False,857274075994968066,75744867
@ConanOBrien That's ridiculous Conan. Melania would never settle for someone who looks like a genetically modified… https://t.co/WuhumDFbPl,2017-04-26 16:44:47,857274267880345600,outofcontroljb,White House or Golf Course,Eastern Time (US & Canada),,False,857273130259283968,115485051
"RT @biotechaction: Last year ""The company says no GMO activities will take place at the Rollo Bay facility"" Now: PEI #GMO fish factory http…",2017-04-26 16:44:18,857274144706187264,SackvilleRivers,"Lower Sackville, NS, Canada",Atlantic Time (Canada),,False,,
"#WTF Support #WholeFoods 
as it struggles to keep its stores growing.  #Organic #Nongmo is the way to go!... https://t.co/s2JSuTETti",2017-04-26 16:43:24,857273920994525184,CollagenBabe,"Vancouver, BC",Pacific Time (US & Canada),,False,,
RT @saul42: #Russia Bans #Monsanto &amp; Takes strong stance against all #GMO Products  https://t.co/rHXiDkTUla,2017-04-26 16:43:15,857273880620048385,SultryRobin,"La Jolla, San Diego",Arizona,,False,,
This is just as safe as GMO.,2017-04-26 16:42:44,857273752693952513,ryannyc_ebooks,Bushwick,,,False,,
"@PUSSYPETAL @rubabutt Like, some kind of genetically engineered super bitch?",2017-04-26 16:42:44,857273751146311684,nmata98,,,,False,857273531750653954,837035636045541376
NJ Soup Maker In Hot Water Over GMO Ingredients. https://t.co/KuumXq7VIT,2017-04-26 16:42:30,857273693461938176,nongmoreport,,Central Time (US & Canada),,False,,
World's first #GMO fish factory could be built in Canada. Today's press release. #stopGMsalmon #peipoli #cdnpoli  https://t.co/fuM1gIGHcI,2017-04-26 16:42:07,857273597676724227,biotechaction,"Ottawa, Canada",Eastern Time (US & Canada),,False,,
RT @AlexEpstein: Genetic engineering with #CRISPR could allow precision targetng of germs resistant to antibiotics. #HumanFlourishing https…,2017-04-26 16:41:29,857273435877122049,SlowlbutShirley,Kingsgate,Pacific Time (US & Canada),,False,,
"By Definition, Organic Cannot Contain #GMO's. Whoever Says that #Organic Farmers Buy GMO's is Lying to You. We're Organic Famers BTW.",2017-04-26 16:41:13,857273369552707584,FarmFairyCrafts,"Austin, Texas",Central Time (US & Canada),,False,,
SUPERHUMANS: Mars 'will be colonised by genetically engineered Star Trek-style beings' https://t.co/VwUltuehge,2017-04-26 16:41:01,857273321485938688,TroyCoby,,Pacific Time (US & Canada),,False,,
"Tesco Clearance 
https://t.co/9TJgAIiRPq https://t.co/JBHh2cU5Oo",2017-04-26 16:40:47,857273262480523265,hunters_bargain,uk,,,False,,
@lilredhsb2 @deNutrients @robles_jdaniel @JulieM_273 @smgamesafari @adfoozsixx @Oteachjohn @30ASeawitch… https://t.co/eNKNCL2J9j,2017-04-26 16:40:26,857273171992604672,PamelaDrew,New York City,Eastern Time (US & Canada),,False,857227824327008256,230166577
"RT @biotechaction: Last year ""The company says no GMO activities will take place at the Rollo Bay facility"" Now: PEI #GMO fish factory http…",2017-04-26 16:40:19,857273144960266240,EAC_Marine,"Halifax, Nova Scotia",Atlantic Time (Canada),,False,,
RT @EyLin1103: @sam_tingswong @KimcheeAddict @AkoCNormie @PBG_SummerShine @binasyhurie @kimchifangirl @ParkBoGumIsMine @limbaga_joanna @iam…,2017-04-26 16:39:43,857272993612824576,KDramaReyna,,,,False,,
GMO concerns prompt No. Michigan farmer to switch to grass-fed beef. https://t.co/dMIfHVgUUy via @CadillacNews,2017-04-26 16:39:22,857272905348075521,nongmoreport,,Central Time (US & Canada),,False,,
RT @PBG_SummerShine: @kimchifangirl @ParkBoGumIsMine @sam_tingswong @KimcheeAddict @limbaga_joanna @iamMariaJerus08 @Enchantress017 @EyLin1…,2017-04-26 16:38:44,857272745670750208,KDramaReyna,,,,False,,
@realDonaldTrump There’s a movement building.  People are sick of being sick. They’re fed up with toxic food. Label GMO.,2017-04-26 16:38:43,857272739954077697,DARRELH,North Dakota,Central Time (US & Canada),,False,,25073877
RT @RachelsNews: No need to Rt  this post.Just Join our #GMO Labelling Campaign w/a click. Help us gain 113 more participants Big thx https…,2017-04-26 16:38:39,857272723923361792,albertarabbit,Canada,Mountain Time (US & Canada),,False,,
"African Country Ditches GE Cotton, Non-GMO Cotton Output Rises 20 Percent https://t.co/emljU3TuLX",2017-04-26 16:38:30,857272688213200897,OccuWorld,Earth,Eastern Time (US & Canada),,False,,
RT @YourTruther: Majority of US food is genetically modified (cancer) @sunny_wantsome @krstAclr #gmo,2017-04-26 16:38:20,857272646395871232,krstAclr,Posts For Info Only ,Pacific Time (US & Canada),,False,,
"RT @selinasorrels: WE DON'T MAKE THE #NEWS

[we just report it]...

#GeoEngineering
#GMO
#Monsanto
#Vaccines
#Fukushima
#Nuclear
#NWO https…",2017-04-26 16:38:20,857272645267705856,Astroidhalo774,"Texas, USA",,,False,,
"RT @darren_dazmav: Imagine a world with no war, no chemtrails, no fluoride, no GMO'S, no politicians screwing us at every opportunity....wh…",2017-04-26 16:38:16,857272628502974465,thepurplepatri1,,Pacific Time (US & Canada),,False,,
"RT @atErikM: Chemical☣Weapons💣KILL🔫INJURE🏥SICK📏M呎E👪Humans？呎 Monsanto🚜""Roundup"" 대E씨㎈？呎 O也er💉Toxic☢대E씨㎈s⌬Lead/GMO🌽in Our Food🍲Med💊Water💧Conta…",2017-04-26 16:38:12,857272612124217344,atErikM,"California, USA",Pacific Time (US & Canada),,False,,
